age,total_children,feelings_life,sex,pop_center,education,self_rated_health,self_rated_mental_health,regilion_importance,income_family,income_respondent
57.2,2,10,1,2,3,3,5,4,3,3
67.8,0,10,0,3,4,3,5,4,1,1
53.5,2,8,0,3,3,3,4,1,2,1
36.2,0,7,0,3,6,4,4,4,2,2
60,2,8,0,3,6,2,3,4,4,4
62.9,1,7,1,3,3,4,4,4,6,6
70.6,4,5,0,2,2,1,3,4,2,1
27,0,8,1,3,6,3,3,4,4,4
74,1,8,1,3,3,3,4,1,1,1
52.4,0,7,1,3,1,3,3,4,2,2
54.2,3,8,1,3,6,3,3,1,6,4
26.4,0,7,1,3,4,4,3,3,4,2
60.8,2,9,0,3,4,4,4,2,3,1
58.1,1,10,0,2,1,3,3,3,4,2
62.8,3,9,1,2,2,4,5,4,6,5
46.7,2,7,0,3,7,4,3,2,5,2
73,2,10,0,3,2,3,3,4,1,1
59.3,0,4,1,2,6,3,3,2,2,2
24,0,4,0,1,2,3,2,1,3,2
41.4,3,9,0,3,6,4,4,2,6,5
35,0,7,1,3,6,4,4,2,2,2
38.2,2,9,1,2,7,5,5,2,3,1
46.9,2,9,0,3,6,3,5,2,3,2
64.2,3,0,0,3,4,1,1,4,3,3
62.7,2,9,0,3,6,4,4,3,3,3
49.1,1,9,1,3,2,5,5,2,1,1
66.8,3,7,1,3,1,2,3,2,2,1
44.4,1,9,1,3,4,4,5,3,4,2
66.6,2,8,1,3,2,3,5,1,4,3
79.4,3,8,1,2,1,3,4,2,2,1
24.9,0,10,0,3,5,4,4,2,5,2
65.6,2,8,1,3,3,4,5,2,3,3
31.4,0,10,1,3,4,5,5,3,5,2
45.3,2,10,1,3,1,3,3,2,2,1
76.6,3,8,0,3,6,2,3,2,5,5
39.9,1,7,0,3,6,4,3,1,2,2
34.9,0,5,1,3,6,4,3,2,6,5
28.7,0,10,0,2,4,3,4,4,4,1
68.9,2,8,1,3,2,3,3,4,2,1
23.4,0,10,0,3,4,5,4,3,3,3
69.4,0,9,0,3,6,4,4,2,3,3
65.7,1,7,0,3,5,2,3,2,5,3
46.2,0,7,0,3,2,3,3,2,1,1
66.8,1,6,1,3,6,3,4,2,3,2
64.1,3,7,1,3,6,4,5,2,4,3
65.8,3,10,0,3,4,5,5,4,3,1
67.1,3,9,1,2,3,5,3,4,2,1
41.8,1,10,1,3,4,4,5,4,3,2
35.1,2,7,1,3,2,3,2,2,5,1
63.8,4,10,1,2,2,5,5,2,4,1
63.2,3,9,0,3,6,4,4,4,1,1
51.8,2,9,0,2,2,4,5,2,3,2
70.8,3,6,0,3,4,4,4,4,4,4
33.2,0,10,0,3,7,5,5,4,4,4
61.8,3,9,1,2,1,3,3,3,6,2
63.8,0,8,0,3,3,2,3,3,1,1
38.3,0,7,1,3,1,4,4,1,2,2
25.1,0,7,1,2,2,4,4,2,6,2
66.1,2,8,0,2,3,1,4,4,4,2
45.6,3,9,1,3,7,5,5,1,6,5
58.3,2,10,1,3,7,5,4,4,6,6
79.2,5,5,0,1,1,4,4,4,2,1
76.6,0,8,0,3,2,4,4,2,2,2
34.1,2,7,1,3,6,5,3,3,5,3
28.2,1,10,0,3,6,5,5,3,4,3
57.1,2,10,0,3,4,5,5,2,6,5
32.4,0,7,1,3,4,5,4,2,3,3
60.3,0,6,1,3,4,2,3,1,1,1
75.3,2,7,0,2,1,4,4,2,1,1
57.8,3,8,0,3,4,4,3,4,3,3
54.3,2,10,1,2,3,5,5,3,5,1
44.5,2,8,0,3,2,4,4,2,6,2
46.5,2,8,0,3,4,3,3,1,6,3
58.1,2,6,1,3,6,4,3,2,4,2
40.2,3,7,1,2,4,4,2,4,4,2
17,0,8,1,3,1,4,4,3,6,1
60.6,4,8,0,3,6,4,4,4,6,4
73,5,8,0,3,2,5,4,1,2,2
67.3,2,8,1,3,6,5,4,2,1,1
58,0,10,0,3,7,5,4,2,5,5
39.7,1,7,0,3,4,3,3,4,1,1
29.3,0,9,1,3,6,5,5,2,3,3
80,3,9,1,2,3,2,4,2,3,2
67.8,3,8,1,3,2,4,4,4,2,1
60.3,2,9,1,3,5,4,5,4,6,4
27.5,0,9,0,3,5,4,4,3,3,1
54,2,9,0,3,6,4,5,2,6,4
54.7,4,8,0,1,6,4,5,4,5,5
24.9,1,7,0,3,4,3,4,1,2,2
54.6,0,8,0,3,2,4,4,2,3,3
45.3,3,6,0,3,6,2,2,2,4,3
73.4,4,9,0,3,6,3,3,2,6,4
59.3,2,9,0,3,6,4,4,2,6,3
64.5,2,8,0,3,2,4,4,2,4,2
78.5,4,8,0,3,3,3,4,4,1,1
29.4,4,10,0,2,2,5,4,4,3,1
65,3,8,1,3,2,5,5,4,6,5
20.6,0,5,0,3,2,3,3,4,5,1
31.8,2,7,0,3,1,2,5,3,2,1
80,3,10,1,3,1,3,5,4,2,2
69.3,2,9,1,3,4,5,5,3,2,1
49.5,1,10,0,3,4,3,3,4,5,2
59,7,8,1,3,4,3,5,4,1,1
37.4,0,10,0,3,6,4,5,2,6,3
35.2,5,8,0,1,1,1,2,2,5,1
68.5,2,8,0,3,1,2,4,4,3,1
21.8,0,10,1,3,2,5,5,1,1,1
43.7,2,8,1,3,2,4,5,4,2,1
66,0,8,1,3,7,3,3,1,5,5
15,0,9,1,3,1,4,5,1,6,1
55,1,7,0,3,5,3,4,4,1,1
78.9,6,10,0,2,4,5,5,4,2,2
55.7,1,10,0,3,4,4,5,4,5,2
17.8,0,7,1,3,1,3,2,3,6,1
15.2,0,10,1,3,1,5,5,3,2,1
64.6,1,8,1,1,6,3,4,2,2,1
70.4,2,9,1,1,6,5,4,4,4,4
69.1,0,7,1,3,2,4,4,4,2,2
55.6,1,7,0,3,6,5,4,1,3,3
67.3,0,10,1,3,2,4,4,4,5,4
40.8,2,8,1,3,7,3,3,2,6,6
42.3,2,8,1,3,6,5,5,1,6,5
32.8,0,5,0,2,4,2,1,1,3,3
48.3,0,6,0,3,2,3,5,2,2,2
78.3,0,9,0,3,4,4,4,2,2,1
68.8,3,10,0,2,2,3,5,1,5,1
69.3,0,9,0,3,2,3,3,2,6,3
54.2,3,9,1,3,4,4,4,4,5,2
19.7,0,7,0,3,2,5,4,4,1,1
80,3,10,0,3,2,5,4,1,1,1
43.2,1,7,0,3,7,5,3,4,6,4
43.3,0,7,0,3,6,5,4,2,3,3
30.5,0,10,0,3,6,5,5,3,5,3
73.6,2,8,0,3,2,4,4,2,2,1
50.4,0,8,1,3,6,4,5,3,5,4
25.6,0,6,0,3,7,4,3,1,1,1
46.3,0,8,1,3,5,5,5,1,3,2
71.4,2,9,1,3,2,5,5,3,3,3
40.1,0,6,1,3,6,3,5,3,2,2
40.7,0,8,1,3,4,4,4,2,3,3
39.6,0,8,0,3,7,3,3,2,2,2
15.8,0,10,1,3,1,4,5,1,1,1
19.8,0,9,1,3,2,5,4,4,6,1
54.2,2,6,1,2,1,3,2,4,1,1
79.4,4,10,0,3,1,4,4,4,2,2
21.4,1,5,0,3,1,3,3,1,6,1
54.6,2,8,1,3,4,5,5,1,2,2
66.8,1,8,0,3,6,3,3,3,5,3
54,1,10,0,1,1,5,3,2,1,1
20.7,0,5,1,3,2,2,1,4,4,1
80,3,5,0,3,2,1,5,4,2,2
59.3,0,6,1,3,4,4,4,4,4,4
42,3,8,1,3,6,4,5,2,6,4
64.5,4,10,1,3,1,3,5,4,6,6
70.2,3,7,1,3,1,0,5,2,2,1
61.7,2,9,0,2,1,4,4,4,2,1
62.8,1,9,0,2,4,4,4,2,2,2
52.3,0,8,0,3,6,4,4,2,6,4
58.5,0,10,0,3,2,1,3,4,1,1
42.4,3,8,0,3,6,4,4,4,6,4
22.8,0,8,1,2,2,5,5,2,3,3
15.8,0,8,1,3,1,4,3,2,4,1
70.3,0,10,1,3,1,5,5,1,3,1
49.4,0,10,0,3,4,5,4,1,6,5
42.4,2,8,1,3,4,3,5,4,2,1
39.9,2,7,1,3,4,3,3,3,6,3
46,0,10,1,3,2,5,3,4,1,1
64.9,3,8,1,3,6,3,3,1,6,5
66,0,8,0,3,2,3,4,4,1,1
52.6,0,5,1,3,4,4,4,4,3,3
37.3,0,7,1,3,2,2,5,1,3,1
38.3,2,8,0,3,4,3,3,2,6,3
68.3,2,10,0,3,4,5,5,2,2,1
30.5,2,8,1,3,3,4,1,2,6,4
73,4,8,0,3,1,2,3,4,1,1
35.8,7,3,1,2,1,2,5,4,2,2
41.6,7,8,1,3,2,4,4,4,6,4
47.8,2,9,1,3,6,4,4,4,3,3
17,0,5,1,3,1,2,3,1,3,1
44.8,2,8,0,3,4,4,4,4,2,1
71.7,1,4,1,3,5,3,1,1,1,1
70.1,4,10,1,3,6,4,5,4,1,1
70.8,4,8,1,2,7,3,4,4,3,3
16,0,8,1,2,1,3,3,4,3,1
23.5,0,7,1,1,4,4,2,1,2,2
67.8,4,6,0,3,2,2,4,4,1,1
64.1,0,7,1,1,1,1,2,2,1,1
45,0,9,1,1,1,3,5,1,4,2
51.2,2,8,1,2,3,2,3,2,5,2
56.5,2,8,0,2,1,3,5,2,5,1
40.7,1,9,0,3,7,3,5,4,2,1
41.8,2,8,0,3,4,3,3,2,4,2
70.8,0,9,0,2,1,1,4,2,2,1
80,3,8,1,3,1,1,3,4,3,2
33.3,2,9,1,3,4,5,5,4,1,1
29.7,0,8,0,3,4,3,2,4,5,1
35.6,1,9,1,3,2,4,4,2,6,4
59.6,3,9,0,2,6,5,5,2,2,1
48.8,1,7,0,3,6,3,3,4,4,2
61.8,3,9,0,3,4,4,5,3,6,5
34.4,0,7,1,3,2,3,3,3,2,2
61.5,2,8,1,3,2,4,4,2,4,2
41.3,2,6,0,3,3,4,5,4,2,1
51.3,4,9,1,3,3,5,5,3,4,4
26.3,1,10,0,3,2,5,5,2,1,1
24.5,0,10,1,3,1,4,4,3,3,2
55.4,3,9,1,2,1,3,3,2,3,2
42.4,2,9,0,3,4,3,3,4,5,3
62.3,3,9,0,3,2,5,5,2,5,2
74.6,0,7,0,3,4,3,4,1,4,2
39.9,4,10,0,3,2,4,5,4,3,2
17.1,0,6,0,2,1,3,3,2,2,1
58,0,7,1,3,6,3,4,2,2,2
24.3,0,7,1,3,4,3,3,2,3,1
51.4,2,9,1,3,6,4,4,1,6,6
73.8,3,10,1,3,1,4,4,4,3,3
69,2,8,0,3,4,3,5,4,1,1
52,0,8,1,3,6,4,4,1,2,2
66.1,2,9,1,3,7,4,5,4,4,2
80,4,8,0,3,3,3,4,4,3,3
80,0,8,0,3,6,2,3,2,4,4
71.1,1,8,1,3,7,4,4,2,2,2
76.5,0,8,0,3,6,3,5,4,1,1
50.1,1,7,1,3,3,4,4,2,1,1
55.2,1,8,0,3,1,3,3,1,2,2
30.4,0,9,1,3,7,4,4,2,3,3
70.8,2,10,1,3,4,4,5,3,3,2
71.9,4,10,1,3,7,4,5,4,2,2
40.8,2,6,1,3,4,3,3,2,2,2
69.3,2,10,0,3,6,4,4,4,3,3
18.3,0,9,1,3,2,5,5,1,6,1
54.5,1,8,1,3,6,3,3,3,6,4
53.2,0,4,0,3,6,5,4,1,4,1
51.7,3,9,1,3,2,3,4,2,5,3
37.7,0,8,0,3,7,3,3,4,5,5
58.6,3,8,0,3,4,3,4,4,6,3
17,0,10,0,2,1,4,3,4,4,1
62.8,2,10,0,2,4,3,4,2,3,1
57.4,0,8,1,3,3,3,3,2,1,1
67.1,2,9,1,1,2,4,4,4,4,3
59.7,2,7,0,3,1,3,3,2,6,3
80,3,7,0,3,2,3,5,4,2,2
70.8,3,5,1,3,2,3,3,4,1,1
80,4,7,1,2,6,4,4,1,2,2
40.9,4,5,1,3,6,5,5,1,6,4
46.2,5,7,1,3,1,4,4,4,4,4
27.4,4,5,0,2,4,3,3,2,2,2
58.3,0,10,0,3,6,5,5,4,4,4
32.5,3,7,0,3,3,3,3,3,3,1
24.5,0,8,0,3,6,4,3,1,3,3
75.3,2,9,1,3,6,4,4,2,2,2
80,3,7,0,3,5,3,3,4,2,2
73.9,3,9,0,2,4,3,4,4,2,1
30.9,0,9,1,3,4,4,4,1,5,5
37.7,2,8,1,3,2,2,4,0,3,1
60.4,2,9,1,3,2,4,5,2,3,3
80,4,10,1,2,1,3,2,1,3,2
67.6,3,9,1,3,2,5,5,1,4,3
66.8,4,10,1,2,2,4,5,1,3,3
42.7,2,8,1,3,7,2,3,2,6,6
31.3,1,8,1,3,3,3,3,1,4,3
74.5,1,8,0,3,1,3,4,3,3,1
64,2,10,0,3,6,3,4,4,3,1
62.3,2,8,1,3,1,2,2,1,1,1
52.7,0,5,0,2,4,3,1,2,1,1
74.8,3,0,0,2,2,3,2,2,3,1
62.1,2,9,1,3,6,5,5,4,3,3
37.3,0,8,1,3,4,5,3,4,1,1
45.5,0,9,1,3,7,5,5,1,6,6
39.8,3,10,0,3,6,3,4,4,6,3
80,5,10,0,3,7,5,5,4,2,2
32.6,0,7,0,3,7,5,3,4,2,2
23.3,0,10,1,2,2,5,5,4,4,2
76.5,6,10,0,2,1,4,5,2,1,1
49.2,3,10,0,3,2,5,5,1,3,2
41.8,2,10,0,3,3,4,4,1,5,2
66.4,0,9,1,3,2,4,5,1,4,2
75.7,2,10,0,3,7,3,3,2,2,2
78.6,3,8,0,3,2,4,5,1,6,3
69.3,3,10,0,3,4,4,4,4,1,1
32.9,2,7,0,3,2,3,3,3,5,3
79,4,5,1,3,5,3,3,2,2,1
54.7,3,9,1,2,2,4,4,4,3,2
31.3,0,8,0,3,6,3,4,4,3,2
50.8,0,5,0,3,2,3,3,2,3,3
74.2,4,10,0,3,1,5,5,4,3,1
51,0,8,1,3,7,4,5,4,6,6
67,0,8,1,2,2,3,5,2,4,2
80,2,2,0,3,6,1,4,1,2,2
59.9,2,6,1,3,3,2,1,4,3,2
71.3,2,10,0,3,2,3,3,2,2,2
62.1,2,9,1,2,3,3,4,2,6,6
62.8,4,10,1,2,1,4,4,2,2,1
54.1,1,7,1,3,4,3,3,1,3,2
23.1,0,9,0,1,6,4,4,4,1,1
47.2,4,7,0,2,4,3,3,3,6,2
55.8,2,10,1,3,3,5,5,4,3,2
46.9,2,8,0,3,4,3,4,4,6,2
66.6,2,8,0,3,2,3,3,2,4,1
60.1,2,8,0,3,5,2,3,2,5,4
62.8,3,9,1,2,2,3,4,3,5,5
75.5,3,8,0,3,4,3,4,2,3,1
15.3,0,10,0,2,1,5,5,3,1,1
62,2,7,0,3,2,2,2,4,2,2
53.5,0,10,0,3,4,3,3,2,3,3
59.6,2,7,0,3,4,5,5,4,6,3
63.4,2,9,1,3,3,2,3,4,3,3
68,2,9,1,3,2,4,4,4,4,3
37.4,2,10,1,2,1,3,5,1,6,5
52.9,2,6,0,3,4,1,2,3,6,1
77.3,3,10,0,3,1,5,5,4,1,1
43,2,10,0,3,3,5,5,4,6,1
52.8,3,8,1,3,2,4,4,3,6,4
73.8,2,9,1,3,1,4,4,4,3,3
35,2,7,0,2,6,4,3,2,4,3
71.6,1,10,0,3,5,4,4,4,2,1
69.2,2,8,1,2,1,2,3,2,2,2
75.1,4,7,1,2,6,3,5,4,2,2
57.8,2,7,0,3,7,4,5,2,1,1
61.2,2,8,1,2,4,5,5,3,3,3
73.6,3,9,0,3,6,3,3,4,4,2
75,0,10,0,3,2,3,4,4,1,1
80,3,7,0,3,3,4,4,4,3,3
60.6,0,10,1,3,4,3,4,2,6,4
69.5,5,10,0,3,6,5,5,0,6,6
60.2,2,10,0,3,6,5,4,4,4,4
68,1,10,1,2,6,5,5,1,3,3
43.6,1,9,0,3,6,5,4,2,4,4
41.5,2,9,1,3,6,3,5,4,4,4
55.5,2,7,1,3,2,3,4,2,4,4
65,2,8,0,3,4,5,3,2,4,1
65.5,2,10,0,3,4,4,5,4,4,1
37.1,0,8,1,2,2,4,5,1,2,2
74.5,2,7,1,3,6,3,3,2,3,2
54.2,2,9,0,2,2,3,4,3,3,1
39.6,2,7,1,3,6,4,5,4,5,3
42.8,0,8,1,3,6,4,4,2,6,3
44.2,0,8,0,3,7,3,4,4,4,3
28.8,1,7,0,3,5,3,5,4,1,1
57.5,2,8,0,3,2,1,3,4,3,1
66.3,2,10,0,1,4,5,5,4,5,1
55,0,3,0,2,1,2,2,1,1,1
51.3,2,8,0,3,3,3,3,2,3,1
76.8,2,8,0,3,1,2,4,4,1,1
35.3,2,10,1,3,1,3,5,4,4,4
54.3,2,10,0,3,2,3,5,2,2,1
22.4,0,8,1,3,4,4,5,2,5,2
30.4,0,5,1,3,1,1,4,2,6,1
19.1,0,8,0,3,2,3,3,4,2,1
46,2,10,0,3,4,4,4,3,5,1
44.9,1,10,0,3,6,4,4,2,3,1
46.2,0,8,0,3,4,4,3,1,5,2
15.6,0,6,0,3,1,4,3,3,6,1
56,0,5,0,3,4,4,3,4,1,1
29.3,0,7,0,3,6,2,2,4,6,1
65.7,3,6,0,2,2,4,4,1,3,1
36,3,7,0,3,6,3,3,2,6,4
52.8,1,6,1,3,2,1,2,3,2,1
59.9,3,10,0,3,2,5,5,4,1,1
69,2,7,0,2,2,4,5,1,2,2
22.9,0,7,1,3,1,3,3,1,2,2
63.6,2,8,1,3,2,3,5,4,2,2
31.7,0,7,1,3,6,5,4,2,2,2
75.6,3,7,0,3,1,3,4,4,1,1
58.9,0,10,0,3,7,5,5,2,6,6
35.2,2,7,1,3,2,3,4,2,6,3
52.2,2,7,1,3,1,2,3,1,1,1
37.4,0,9,1,3,4,4,4,2,4,3
58.6,2,10,0,2,3,5,3,3,6,1
73.2,2,8,0,3,2,5,2,4,3,3
40.6,2,7,0,2,4,3,2,4,4,2
38.6,2,7,0,3,4,2,2,4,3,2
25,0,9,0,3,3,4,4,1,3,1
70,3,6,1,3,2,3,3,4,4,2
56.5,0,3,1,3,7,1,2,2,3,3
76.4,4,7,1,3,3,5,4,4,3,3
30.5,0,7,1,3,3,4,4,3,2,2
38.4,1,10,0,3,4,5,5,3,4,4
61,1,10,0,3,4,3,5,4,2,2
18.9,0,7,0,3,7,5,3,2,3,3
36.8,0,2,1,3,6,4,2,4,1,1
50.2,0,9,0,2,7,4,4,4,5,5
59.1,3,8,0,2,4,4,4,2,6,2
60.7,3,8,0,3,4,3,3,2,3,1
56.2,4,10,1,3,6,5,5,4,6,6
28.1,0,9,1,3,6,5,5,3,2,2
74.5,3,9,0,3,2,3,4,4,6,4
59.5,2,8,1,2,3,3,3,4,5,2
50.7,2,8,0,3,4,3,3,2,6,3
63.3,1,10,1,1,1,2,2,4,2,2
80,4,10,0,3,4,5,5,4,2,2
66.8,2,10,0,3,6,4,4,1,3,2
22.8,0,7,0,3,2,4,4,1,6,2
71.3,5,9,1,3,4,3,5,2,2,1
58.1,0,10,0,3,4,5,5,4,3,3
56.7,2,8,1,3,6,4,4,3,4,4
20.8,0,8,0,3,2,5,4,1,6,1
64.4,2,10,0,3,4,4,4,3,6,6
28.8,0,4,1,3,4,2,1,1,4,2
39.9,2,8,0,3,6,4,3,2,6,4
71,2,5,1,2,1,2,2,4,2,1
57.9,0,8,0,3,6,5,5,1,4,4
39.7,2,7,0,3,6,4,3,2,1,1
53.8,1,8,0,3,4,3,3,4,5,3
51.7,0,9,0,3,7,5,5,4,4,4
37.8,2,8,1,2,3,4,4,4,3,2
69.5,3,9,0,3,1,3,4,0,3,1
68.9,3,8,0,3,6,4,4,2,6,2
68.6,0,10,0,3,7,5,5,2,6,4
17.3,0,8,1,2,1,5,4,1,2,1
56,1,9,0,2,1,3,3,2,3,1
60.4,2,7,1,3,4,4,5,3,3,3
58.5,2,8,1,3,4,2,5,4,2,2
18.5,0,9,0,3,2,4,4,2,6,1
37.1,1,10,0,3,4,4,5,4,4,3
40,3,8,0,3,4,4,4,2,6,4
80,2,9,0,3,4,2,5,4,1,1
80,6,8,0,2,1,2,4,2,2,1
40.3,0,9,0,3,2,4,4,3,5,2
39,3,7,0,3,7,3,4,3,5,3
57.4,2,8,1,3,7,5,5,4,6,6
38.4,0,7,1,3,2,3,4,1,3,3
80,3,10,1,3,1,2,5,4,3,3
68.1,2,8,1,3,3,4,4,4,2,2
55.9,2,8,0,2,4,4,4,4,1,1
71.3,2,8,0,3,1,1,4,4,2,1
16.6,0,6,0,3,1,4,4,2,3,1
16.1,0,8,1,1,1,4,4,2,6,1
60.2,4,7,0,3,4,3,3,1,5,4
51.7,6,5,0,3,4,4,3,4,4,2
54,2,10,0,3,4,5,5,4,5,2
73,4,10,1,2,3,3,3,1,2,1
43.3,2,9,0,2,4,3,3,2,2,2
39.1,0,5,0,3,6,4,4,2,3,3
40.8,2,7,0,3,6,3,5,4,4,2
15.9,0,10,1,3,1,5,5,1,3,1
64.7,2,9,1,3,4,4,4,1,2,2
73.8,3,7,0,3,2,1,2,4,1,1
16,0,9,1,3,1,3,4,3,1,1
44,1,10,1,3,2,5,5,4,6,6
70.7,3,8,1,3,1,1,4,4,1,1
32.9,1,9,1,3,2,5,4,3,3,3
55.3,2,5,0,3,2,5,5,2,2,2
72.8,2,9,1,3,7,2,5,2,2,2
60.4,0,8,1,3,2,5,5,1,1,1
45.3,4,10,1,3,3,3,5,1,6,2
41.9,0,8,0,3,6,5,5,2,6,6
49.7,4,10,1,2,1,3,4,4,2,2
66.3,0,8,1,2,1,2,2,2,3,1
55.1,7,10,1,3,1,5,5,4,4,2
69.1,4,8,1,3,1,1,2,3,2,1
53.4,3,8,0,3,6,5,5,2,6,3
40.1,2,9,0,3,4,3,5,4,3,2
78.6,1,9,1,2,2,3,3,2,4,2
64.8,0,10,0,3,7,3,3,4,2,1
71.8,3,10,1,3,4,5,5,4,3,2
50,0,10,0,2,3,5,5,1,5,2
68.5,0,8,1,3,7,3,3,1,4,4
69.3,2,8,1,3,1,2,4,2,1,1
29.8,2,10,0,1,6,4,4,4,6,2
80,4,9,0,3,1,4,3,4,1,1
55.8,1,8,0,3,4,3,4,2,6,1
57.3,2,10,1,3,6,5,5,2,6,6
66,1,8,0,3,4,3,3,4,3,1
26.5,0,10,1,3,3,5,4,3,6,6
51.8,4,8,1,3,1,3,3,3,4,2
41.7,2,10,0,3,4,4,4,4,6,4
60.2,2,9,0,3,2,4,4,2,3,1
49.2,1,8,0,2,4,4,4,2,6,2
29.1,0,7,1,3,6,4,4,1,4,4
63.4,0,8,1,3,2,2,4,1,2,2
46.6,3,10,0,3,6,5,5,4,6,2
73,0,10,1,1,7,5,5,4,6,5
28.2,0,8,0,3,7,5,5,2,6,2
17.8,0,9,1,3,1,4,4,4,1,1
60.3,0,10,1,3,2,4,5,2,2,2
71.8,2,10,1,3,2,5,5,4,3,2
69.9,3,9,1,3,1,5,5,2,3,3
72.2,3,9,0,1,2,4,4,2,2,2
52.6,1,10,0,2,1,5,5,3,4,1
54.7,2,10,1,3,6,5,5,2,6,3
29.3,3,7,0,3,2,3,3,4,3,1
64.5,4,10,0,2,6,5,5,4,6,1
70.9,0,9,0,3,6,3,4,1,2,2
60.1,4,8,1,2,5,4,3,4,3,1
60.5,2,8,0,2,2,4,3,2,2,1
80,1,8,0,3,4,4,5,2,2,2
48.8,3,9,0,2,2,4,4,3,4,2
64,3,10,0,2,2,4,3,2,2,1
57.4,3,9,0,3,6,4,5,4,6,6
35.4,1,5,0,3,4,3,3,2,3,3
54.5,2,10,1,3,7,4,4,4,6,4
73.3,2,7,0,3,7,4,3,2,3,3
58.3,2,9,0,3,4,5,5,4,6,2
43.3,2,9,1,3,7,3,3,4,2,2
21.3,2,4,0,3,1,1,1,1,2,2
28.3,5,7,1,3,1,2,3,3,2,1
69.1,3,7,0,3,4,2,3,2,1,1
54,4,9,1,3,6,4,4,1,6,6
36.8,2,10,1,1,4,3,5,2,5,3
35.9,2,9,0,3,4,5,4,1,1,1
53.3,2,6,0,3,7,4,3,1,5,4
52.1,0,10,1,3,6,4,5,2,5,4
27,0,10,1,3,3,4,5,3,6,4
66.6,2,8,0,3,2,4,5,2,3,2
40.7,0,7,0,3,4,4,2,2,3,3
41.6,0,9,1,3,5,2,4,1,3,3
52.6,0,9,1,3,6,3,3,2,5,5
64.6,3,10,1,3,5,3,5,3,6,6
62.6,1,8,1,3,1,4,3,4,5,4
59.3,6,9,1,3,2,3,3,2,6,6
71.2,2,9,0,3,4,3,4,2,3,3
52.3,0,8,0,3,7,5,5,2,6,6
58.8,1,10,1,3,1,3,5,1,3,1
71.5,3,9,0,3,4,5,5,4,1,1
59.2,2,10,1,2,6,5,5,1,6,6
57,1,9,1,3,6,4,4,1,5,5
44.7,2,8,0,2,7,3,3,1,6,3
79.5,4,10,0,3,2,5,5,4,2,2
41.4,1,5,1,3,7,4,3,3,6,6
72.8,2,8,0,3,7,3,4,2,3,3
68.7,4,8,1,3,7,4,5,4,6,6
68.3,0,10,1,3,6,5,5,4,3,3
63.2,3,9,1,3,2,5,5,1,3,2
68.8,3,8,1,3,2,5,5,4,3,2
68,3,7,1,3,3,2,3,4,2,2
60.4,2,8,0,3,5,5,4,3,2,1
20.4,0,7,0,3,4,4,3,3,6,1
42.3,5,10,0,2,6,3,3,4,5,3
35.5,0,9,1,2,2,3,4,2,2,2
58.3,0,8,1,3,2,1,2,1,1,1
32.9,2,10,1,3,6,3,2,4,4,1
75.8,2,7,1,3,6,3,4,1,5,3
62.4,2,9,1,3,2,1,3,4,4,4
48.5,0,5,1,3,4,3,3,2,1,1
50.8,1,8,1,3,3,5,4,4,2,2
39.3,2,9,1,3,5,4,4,1,4,4
56.8,2,10,0,3,5,4,5,3,6,4
44.6,0,7,0,3,4,2,4,2,2,2
27.3,0,7,1,3,6,4,3,2,6,1
46.5,2,5,1,3,6,3,5,1,2,2
31.2,0,5,0,3,6,3,2,2,3,3
64.9,2,8,0,3,2,4,4,4,2,2
29.9,0,7,1,3,2,3,3,2,2,2
31.3,2,10,1,3,4,3,5,1,6,6
67.8,1,8,0,3,6,4,5,2,1,1
48.3,0,5,1,3,4,3,2,2,2,1
32.7,0,7,0,3,4,2,2,4,1,1
58.2,3,7,1,3,2,3,3,1,6,2
58.4,3,6,0,3,6,1,3,4,6,1
32.7,4,8,1,2,3,5,3,4,6,3
64.9,4,9,1,2,1,3,3,2,1,1
80,2,8,0,3,4,2,3,4,1,1
19.5,0,8,1,3,2,5,3,2,1,1
59.9,0,7,0,3,4,3,3,2,1,1
69.9,3,10,0,3,1,2,5,4,2,1
58.1,4,10,1,3,1,1,4,2,1,1
31.3,2,10,0,3,2,4,4,3,6,2
43,1,8,0,3,2,3,3,1,5,1
49,2,8,1,3,6,5,4,2,3,2
57.5,0,7,1,3,1,4,1,1,1,1
60.3,3,10,1,3,4,3,3,2,6,4
16.8,0,8,1,2,1,3,3,1,1,1
68.4,0,2,1,3,2,1,1,4,2,2
72.2,3,5,1,3,2,1,2,2,4,1
74.7,4,7,1,3,7,2,3,4,6,4
38.2,1,7,0,3,2,3,1,1,1,1
44.4,0,8,0,3,7,5,5,3,6,3
52.6,1,8,0,2,2,3,4,2,2,2
80,2,8,0,3,2,4,4,4,2,2
43.6,3,6,1,3,4,4,4,4,2,2
23.2,0,9,1,2,2,5,5,3,6,1
74.7,2,8,1,3,1,0,4,2,3,2
67.2,3,8,0,2,5,2,5,2,6,4
80,3,10,1,3,6,3,3,2,3,3
69.7,2,10,1,2,4,5,5,4,5,4
56.6,2,7,0,3,2,4,4,4,3,1
56.3,2,10,0,2,4,2,5,1,3,2
33.8,2,8,1,3,5,5,5,2,4,1
73.3,3,8,1,3,1,3,4,1,2,2
42.6,0,9,0,3,7,4,4,3,5,5
33.9,2,7,0,3,6,3,2,2,2,2
48.3,1,8,1,2,2,3,4,4,4,2
71.9,4,10,1,2,2,2,3,4,5,2
36.9,1,10,1,3,3,5,5,2,4,1
32.8,2,9,0,3,2,4,4,2,3,3
70.2,0,9,0,3,2,3,4,1,2,1
54.7,3,10,0,2,1,4,4,2,1,1
